n_parameters,computation_time,objective_value,test_case,elec-resistance,memb-cond-correction,alpha-c,B_ch,ionomer-cond-corr,i0-c,Sh,E-act-ca,memb-cond-exp,memb-equiv-weight,gdl-thermal-cond,memb-E-act-cond,gamma-c,memb-abs-constant,ix-corr,ionomer-cond-exp,gdl-eff-diff-ratio,memb-thickness,tcr,gdl-thickness,gdl-abs-perm,pt-loading,ionomer-E-act-cond,memb-water-diff,ic-ratio,radius-carbon,ecsa
1,0.1366558074951172,0.9543219716953134,1,1e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.11525583267211914,1.014740922000176,2,1e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.11781573295593262,0.6496319577603464,3,1e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.11452317237854004,0.7424725194317232,4,1e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.11913275718688965,0.9542238034084296,5,1e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.1201181411743164,0.7800776813480121,6,1e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.11219906806945801,1.0079776785378594,7,1e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.11677789688110352,1.0197000509547094,8,1e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.11521577835083008,1.007875626132708,9,1e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.1779351234436035,0.0012039342636071646,1,3.677815061613063e-06,49.999999999999986,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.052262783050537,0.0011046995526810815,2,3.611550985249512e-06,49.999999999999986,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.9959769248962402,0.0011404120464260556,3,3.6256470966552446e-06,49.999999999999986,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.7387001514434814,0.001150822058433239,4,3.800618855897599e-06,49.999999999999986,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.2880377769470215,0.0012179706857085337,5,3.7263490681592726e-06,49.999999999999986,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.018385887145996,0.0012430251154555256,6,3.7004464232665178e-06,49.999999999999986,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.9793381690979004,0.001106018109657209,7,3.6106900112902336e-06,49.999999999999986,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.2061429023742676,0.001205720394349468,8,3.670482663135245e-06,49.999999999999986,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.1847851276397705,0.0011216150922283839,9,3.6599416126203805e-06,49.999999999999986,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.2474339008331299,0.0005618943421910264,1,3.2949390399271524e-06,49.999999999999986,0.9113156417096373,,,,,,,,,,,,,,,,,,,,,,,,
3,1.243638038635254,0.0004975441968938149,2,3.2423335296571877e-06,49.999999999999986,0.9132167768637782,,,,,,,,,,,,,,,,,,,,,,,,
3,1.2770769596099854,0.00044909306847508294,3,3.2450492745223467e-06,49.999999999999986,0.9076107002644547,,,,,,,,,,,,,,,,,,,,,,,,
3,1.8339879512786865,0.00045369195790450614,4,3.416624269416943e-06,49.999999999999986,0.9083353969158737,,,,,,,,,,,,,,,,,,,,,,,,
3,1.2879328727722168,0.0005509878039756999,5,3.3416908493388706e-06,49.999999999999986,0.9100280280536346,,,,,,,,,,,,,,,,,,,,,,,,
3,1.264064073562622,0.0005659427388915908,6,3.304832625711514e-06,49.999999999999986,0.9091744338624261,,,,,,,,,,,,,,,,,,,,,,,,
3,1.493643045425415,0.0005120804398524923,7,3.2387365845983353e-06,49.999999999999986,0.9138426452304068,,,,,,,,,,,,,,,,,,,,,,,,
3,1.543280839920044,0.0005607059822489389,8,3.2918571055703246e-06,49.999999999999986,0.9111594531601944,,,,,,,,,,,,,,,,,,,,,,,,
3,1.3623931407928467,0.0005216862189480897,9,3.2884963634533883e-06,49.999999999999986,0.9140106915239226,,,,,,,,,,,,,,,,,,,,,,,,
4,2.666562080383301,0.00041702599932087845,1,3.4979209574352654e-06,37.26665356634931,0.9178512560079386,1.7755880501505883,,,,,,,,,,,,,,,,,,,,,,,
4,1.7818989753723145,0.00037822853258249225,2,3.515188160793486e-06,39.328859288439,0.9164612728985184,1.7173668274011034,,,,,,,,,,,,,,,,,,,,,,,
4,1.8738596439361572,0.00025976642494058373,3,3.286617754967413e-06,14.661670941683022,0.9604516916418638,2.5451663640760995,,,,,,,,,,,,,,,,,,,,,,,
4,2.201496124267578,0.00039026262508344296,4,3.540122011290957e-06,42.89353297807898,0.9104805471869191,1.5042481033249349,,,,,,,,,,,,,,,,,,,,,,,
4,2.412130117416382,0.00041947803938482205,5,3.535936591667765e-06,37.87105419677007,0.9162931041444153,1.776956577689301,,,,,,,,,,,,,,,,,,,,,,,
4,2.046274185180664,0.00042508406855177775,6,3.5168209465925143e-06,38.02275395603166,0.9165369056210434,1.774769726201,,,,,,,,,,,,,,,,,,,,,,,
4,2.5909738540649414,0.00039708836447767426,7,3.4820516247289726e-06,37.84140469483425,0.9174011692367756,1.717136831742201,,,,,,,,,,,,,,,,,,,,,,,
4,1.9867641925811768,0.0004139019354461324,8,3.581350090737266e-06,39.471264423283365,0.9166063003531643,1.7710291546652561,,,,,,,,,,,,,,,,,,,,,,,
4,2.8212389945983887,0.0003962165798756371,9,3.5675200293318945e-06,40.08411493963091,0.9166522235443545,1.7245677059326825,,,,,,,,,,,,,,,,,,,,,,,
5,2.853245735168457,0.0003754268581366128,1,3.5343562033285455e-06,38.61183854541142,0.9587956036251241,1.9133729697440285,0.24873568166967128,,,,,,,,,,,,,,,,,,,,,,
5,3.618591070175171,0.0003445662272872767,2,3.5495903306046114e-06,40.627706625562354,0.954503561527976,1.8665265666705717,0.27229036591613703,,,,,,,,,,,,,,,,,,,,,,
5,2.598940849304199,0.00023072801686906604,3,3.3378103358752166e-06,17.02141493604111,0.9983122290654041,2.5507363262726246,0.21130470832817705,,,,,,,,,,,,,,,,,,,,,,
5,4.059185266494751,0.00034491587779195626,4,3.6103250818680917e-06,41.906846271715104,1.0,1.9966301026507995,0.10630524880089404,,,,,,,,,,,,,,,,,,,,,,
5,4.438533067703247,0.0003770990935957301,5,3.5914467967762167e-06,39.73389265041075,0.9583867580303636,1.9301493854210061,0.24435240533998345,,,,,,,,,,,,,,,,,,,,,,
5,4.080819129943848,0.0003544541109131065,6,3.550990922672995e-06,42.7300098619107,0.9945629454145426,1.948602252855392,0.10989195494616824,,,,,,,,,,,,,,,,,,,,,,
5,3.1260879039764404,0.00035752982548696387,7,3.5240241837832173e-06,38.39197128546177,0.9587678461706362,1.8663167081596252,0.2619849741738081,,,,,,,,,,,,,,,,,,,,,,
5,3.725456953048706,0.00037699354835483403,8,3.609435832812891e-06,41.304145352916436,0.9508116041387797,1.8665292952937143,0.3051245970615393,,,,,,,,,,,,,,,,,,,,,,
5,5.162106275558472,0.00031246136882717886,9,3.6024374251138947e-06,19.49335132089685,0.9612024470335809,2.797955105320672,1.9023453316597267,,,,,,,,,,,,,,,,,,,,,,
6,5.487223148345947,0.0003330989527184819,1,3.479978926344842e-06,39.88801427646331,0.8058196564416962,1.7830988363871436,0.43277883069376116,0.0015607489911146797,,,,,,,,,,,,,,,,,,,,,
6,5.229036092758179,0.00031104688109072424,2,3.5114662628134498e-06,40.9141233879966,0.8189903459784164,1.7815532457319063,0.44893082874049217,0.0012504016546110155,,,,,,,,,,,,,,,,,,,,,
6,9.192293167114258,0.00022785647352439805,3,3.3005370494750957e-06,16.481002025285086,0.948885791975818,2.5391078951970423,0.2711144349506866,0.00042945674974526467,,,,,,,,,,,,,,,,,,,,,
6,4.187212944030762,0.0003200462060309175,4,3.5265113935948274e-06,43.343337640454614,0.8003084253484883,1.6212313130536113,0.5232164668099878,0.0014886624789415934,,,,,,,,,,,,,,,,,,,,,
6,5.978845834732056,0.0003400547696954659,5,3.530441978525359e-06,40.947917990310174,0.814661523250872,1.7859356304216236,0.4160732076260087,0.0013846411469933947,,,,,,,,,,,,,,,,,,,,,
6,5.867754936218262,0.0003362607605884707,6,3.497103448975896e-06,41.030308321183135,0.817197429918103,1.795039195766359,0.3477186016610567,0.0014080171615055157,,,,,,,,,,,,,,,,,,,,,
6,7.588212013244629,0.00033004513700224186,7,3.4798746845508242e-06,39.35702190246684,0.8282587886510944,1.781349123373284,0.43187126119955943,0.0011465317346455305,,,,,,,,,,,,,,,,,,,,,
6,6.435441017150879,0.00033932091342633495,8,3.5624764664101056e-06,41.978648359909585,0.81774189595286,1.7819920889726582,0.4260273935484792,0.0013322369470158092,,,,,,,,,,,,,,,,,,,,,
6,5.3320488929748535,0.0003236440487566206,9,3.5494067789740795e-06,42.459599254642306,0.8035656304912825,1.7245517782447528,0.4869321718726489,0.0015325913042965446,,,,,,,,,,,,,,,,,,,,,
7,7.927357912063599,0.0003489942793942123,1,3.378840084106279e-06,16.972473407616985,0.9648704508638454,2.7219461168384376,0.21051156115357378,0.00043081351723765163,9.999999999999998,,,,,,,,,,,,,,,,,,,,
7,9.64198923110962,0.00032954073301873444,2,3.4350083007650217e-06,17.470567212204063,0.9721842544179761,2.7143407803837825,0.21714658271833415,0.00037461849628230395,9.999999999999998,,,,,,,,,,,,,,,,,,,,
7,11.75126600265503,0.00016624876971149728,3,3.402872768759772e-06,30.433128965107194,0.8759641807027514,1.6707949046706339,0.4100754288182721,0.0007382636264419036,0.8375693812846272,,,,,,,,,,,,,,,,,,,,
7,8.473084211349487,0.00033652296439386215,4,3.42938849710471e-06,17.013425727954893,0.9783437033571747,2.7199723358916112,0.1999100060714027,0.00037044874740409196,9.999999999999998,,,,,,,,,,,,,,,,,,,,
7,5.855636119842529,0.0003522545507416795,5,3.434488362969928e-06,17.692217174213752,0.969261910727115,2.7118564844568964,0.20238334669700803,0.000398459777598114,9.999999999999998,,,,,,,,,,,,,,,,,,,,
7,8.221995830535889,0.00033252441484358104,6,3.5432356366564136e-06,44.7746111428122,0.9090476921564701,1.9294540186281917,0.14206679210445083,0.0006625770480426757,9.999999999999998,,,,,,,,,,,,,,,,,,,,
7,9.68838906288147,0.0003245932768818262,7,3.4748089645231395e-06,41.768828139111214,0.8095003824749198,1.7336050385621933,0.5660790910939777,0.0013230394433175975,9.999999999999998,,,,,,,,,,,,,,,,,,,,
7,8.675459146499634,0.0003503247561943955,8,3.4192761063032725e-06,16.972225995433305,0.9825115231487666,2.7308822006027196,0.1978761461232722,0.0003745475239695911,9.999999999999998,,,,,,,,,,,,,,,,,,,,
7,13.41972279548645,0.00024253963593161396,9,3.8217602401013e-06,35.01864536153183,0.9623753119422878,2.753007937355659,0.5184067316653812,0.0004061461018029179,1.1496627670838946,,,,,,,,,,,,,,,,,,,,
8,13.103139877319336,0.0003281783082860925,1,3.490364952732175e-06,42.4146165831468,0.778277851607071,1.7434184049465267,0.6154272738797771,0.001925779156938096,9.865612563214883,61055342.30894783,,,,,,,,,,,,,,,,,,,
8,12.102903127670288,0.00030460268772818767,2,3.4977618543409796e-06,43.16482662984205,0.7981973334183795,1.7326135883117186,0.6125435618366718,0.0014751276244883635,9.999999999999998,64391294.03500322,,,,,,,,,,,,,,,,,,,
8,12.106404066085815,0.00016618205255933743,3,3.3959094680913694e-06,29.786113401513393,0.8789754461148295,1.6725909303009443,0.41219655857152326,0.0007105765993788615,0.8384275292749439,67832539.01683813,,,,,,,,,,,,,,,,,,,
8,7.204455852508545,0.0003127039307071903,4,3.4831262724196957e-06,41.61014099500574,0.817339223164676,1.3040766988062398,0.5236262278058267,0.0012340934036323206,0.6482792930786849,61228197.83414909,,,,,,,,,,,,,,,,,,,
8,9.3835289478302,0.00033410912373323614,5,3.518998160046912e-06,43.13789939042604,0.7827057846432962,1.7447295619479721,0.6175153309680832,0.0018170243225438497,9.999999999999998,61359910.97038172,,,,,,,,,,,,,,,,,,,
8,9.780517816543579,0.00032982091344576264,6,3.5048417044739797e-06,41.144461903759144,0.8001956341800076,1.8726415681266573,0.4010545323284004,0.0016476890604343898,9.002843822475624,60668421.04857701,,,,,,,,,,,,,,,,,,,
8,13.61391806602478,0.0003203027204324159,7,3.467316106715113e-06,41.62205126962768,0.7946433534995201,1.7333759757644827,0.633598330166188,0.0015523445925374497,9.999999999999998,58853087.62401064,,,,,,,,,,,,,,,,,,,
8,7.335501194000244,0.0003315743579628177,8,3.5563620566190057e-06,44.420002490870296,0.7862625893612145,1.742180316737415,0.6267657451648624,0.0017325838197175883,9.999999999999998,61607662.48604861,,,,,,,,,,,,,,,,,,,
8,12.323877096176147,0.00026974820034216944,9,3.5521979128580957e-06,42.019737382704484,0.9297825825937442,1.578075784839311,0.3847197625071419,0.00043040220208065877,0.5255720880448034,67585846.58482684,,,,,,,,,,,,,,,,,,,
9,12.929558038711548,0.0003386844892987622,1,3.4128575556910623e-06,20.706538122671844,0.8264053567519141,1.6754527096380747,0.3743619649600376,0.001311759844718488,0.9296307590650352,62158482.398030266,1.3715320522230916,,,,,,,,,,,,,,,,,,
9,10.63222885131836,0.0003087265757384947,2,3.545250309192273e-06,22.430985295080216,0.9639737088290852,1.9527535557017992,0.13237702067722318,0.00036344093792199113,9.999999999999998,80000000.0,1.3515658790886218,,,,,,,,,,,,,,,,,,
9,14.159252166748047,0.00016654305678154627,3,3.4243750097769563e-06,42.64535408424543,0.8807264346436477,1.672244555591239,0.40040859582565913,0.0007015349406356891,0.8377803527074998,68130765.26165172,1.5809204317816863,,,,,,,,,,,,,,,,,,
9,15.198967695236206,0.0003066107900451674,4,3.229414012252406e-06,4.962696378131511,0.7882318082128955,1.0829813152468155,0.9413238911140511,0.0015267594942010227,0.5638958511465803,58396816.94132112,1.039078790480417,,,,,,,,,,,,,,,,,,
9,11.603344917297363,0.0003331121922801158,5,3.47549955594216e-06,23.415550893446248,0.7795275482400783,1.7463260552068207,0.665575899527934,0.0018532897458497489,9.999999999999998,60271124.94320063,1.3711819002622994,,,,,,,,,,,,,,,,,,
9,13.628659963607788,0.0003386073794209619,6,3.360161508081687e-06,9.995201981091554,0.8451732636025472,1.7475086358862215,0.3039197013431935,0.0010988122756130144,0.973827779667354,61539801.15602696,1.2109411724401835,,,,,,,,,,,,,,,,,,
9,12.231251239776611,0.0003181141439984659,7,3.387284607536451e-06,15.361106009744052,0.794696037963904,1.7413470525145704,0.6305434021595585,0.0015528569664104595,9.999999999999998,58029711.598673806,1.288464937455462,,,,,,,,,,,,,,,,,,
9,10.772511005401611,0.00034615507849739663,8,3.4330549762723172e-06,13.072468722187834,0.8068569703791273,1.6202037315720283,0.5289840398108996,0.0014607463873935014,0.8910943041560231,59548051.22098932,1.2583153911395812,,,,,,,,,,,,,,,,,,
9,13.433266878128052,0.0002690882992467662,9,3.429284319561814e-06,11.941421532909288,0.9299082464391207,1.5851664703754866,0.398873463425301,0.0004228260991099934,0.5265405464279429,67436083.28984079,1.2324552335756442,,,,,,,,,,,,,,,,,,
10,18.629820823669434,0.00024555335457462186,1,3.38938465350182e-06,26.327032705480907,0.7908512681206991,1.908245832975691,0.8287590008219449,0.0017786726095121174,6.304304136681507,61484127.37986571,2.0,785.3364488107436,,,,,,,,,,,,,,,,,
10,18.77599573135376,0.00022131155432865153,2,3.4144121774662606e-06,25.15516746370248,0.8104547384056615,1.898923101811722,0.9070975258102902,0.0013132631610063652,8.232224521825776,63809371.91472944,2.0,774.2762862759661,,,,,,,,,,,,,,,,,
10,13.861957311630249,0.00016208370736532702,3,3.4065123775022624e-06,31.932630689537618,0.8627725824333801,1.4478434646400227,0.4968276270155751,0.0008309970524645587,0.7044318006234758,67459617.46556047,1.772931304416053,907.1117455474446,,,,,,,,,,,,,,,,,
10,22.351997137069702,0.00023602974812495105,4,3.2981086139055617e-06,9.58885324038432,0.7815610960038029,1.818771619969224,0.8651015270446227,0.0018785511851266638,9.961492558654175,60332848.24538488,1.7390424038386245,752.2116473095754,,,,,,,,,,,,,,,,,
10,17.78300380706787,0.00024982041149105704,5,3.431479990178627e-06,24.751536088649317,0.7963378654688531,1.939419356860772,0.8108301702655059,0.0016387113004784101,8.78561965159206,61454482.96175794,2.0,775.8377945996066,,,,,,,,,,,,,,,,,
10,16.414546966552734,0.0002555951212373213,6,3.4394099927766965e-06,39.23077494006464,0.7786490404774279,1.8009401740310875,1.2161262452583843,0.0018507617018611497,5.817369337312963,60658637.72192916,2.0,804.7310284359212,,,,,,,,,,,,,,,,,
10,29.78325319290161,0.00023727419139935163,7,3.3042804472103045e-06,20.08584424259728,0.8064876341149358,1.9626066030732696,0.8509820837152156,0.0014797684567865003,9.60344409399631,55553073.12641229,1.9476133927661936,783.4672345884529,,,,,,,,,,,,,,,,,
10,11.252994060516357,0.00024992751210655643,8,3.4618597875850547e-06,27.0833663864589,0.7963820143804485,1.8908593593479737,0.8750924038906576,0.0016055400593303563,7.2560963544860675,61824193.65767516,2.0,778.9586335568029,,,,,,,,,,,,,,,,,
10,20.41241192817688,0.00023395767820611865,9,3.452674186466402e-06,24.820093844555156,0.7967432597808389,1.8888115190005101,0.8912990391808437,0.0015983306226380204,9.964993377531652,62005597.52895829,2.0,764.5939753962969,,,,,,,,,,,,,,,,,
11,32.18017292022705,0.00014418324109735878,1,3.0452011362961862e-06,3.2941157417572087,0.8108838534249911,1.2138351851938112,3.54288676594543,0.0012718168484334522,0.5834057920651593,66693817.443391204,1.3391726273036635,700.0,0.06255486492086193,,,,,,,,,,,,,,,,
11,33.64946508407593,0.00010700455726865765,2,2.910253637445404e-06,1.519021639758653,0.8623545920612037,1.2772661201419722,3.638447914500359,0.0006714838742921269,0.6014358117612055,69929542.9108045,1.1070110357352911,700.0,0.05449885326491884,,,,,,,,,,,,,,,,
11,25.060163021087646,0.0001377723120130617,3,3.1003136129018017e-06,2.5927094659325673,0.8331068105329429,1.163777542790359,1.1696065864168592,0.001060666040216204,0.5678685329234664,65837636.138159126,1.2367744953679587,700.0,0.10930668730097022,,,,,,,,,,,,,,,,
11,40.564305782318115,0.00012624875363468423,4,3.197417084086614e-06,6.937698648637488,0.8294873815215887,1.2048071941172733,2.484336310194825,0.0010118407258893193,0.5804638708649187,67073844.08186928,1.5813531375700363,700.0,0.0711004526613122,,,,,,,,,,,,,,,,
11,14.12282919883728,0.0001418879345318375,5,3.195708236052795e-06,6.460627139659024,0.835656254959277,1.2664896852026444,2.1277485162200995,0.000979098690641665,0.5995321899715468,68382049.26460508,1.5607721981692915,700.0,0.07111432718189128,,,,,,,,,,,,,,,,
11,37.37851095199585,0.00013601375973344365,6,3.306788375721724e-06,22.051654957093813,0.8145967304841513,1.09749935148844,2.6804810805851496,0.0012096138965199444,0.5437955712343071,68282436.83060557,1.8608307506744983,700.0,0.07046939010127777,,,,,,,,,,,,,,,,
11,46.72691774368286,0.00012813822237573705,7,3.2786081353020645e-06,20.518014732095082,0.8631278362725279,1.31886694746149,1.7591354809006619,0.0007163564328281428,0.6190490203828636,66393648.065433435,1.9326738279664395,700.0,0.07825914616846637,,,,,,,,,,,,,,,,
11,55.01964497566223,0.00014893411410852667,8,2.951926306552103e-06,1.9871360064752317,0.8171558577618507,1.105468048427146,5.606054025057134,0.0010592829149903332,0.5465537515222169,65254280.00674586,1.1594634315865477,700.2593175708922,0.05448018156492314,,,,,,,,,,,,,,,,
11,37.761924743652344,0.00010827844745863436,9,3.171382515277294e-06,6.201965614429566,0.9581992451952819,1.7156609395607179,0.8974329141870139,0.00030447490867542836,0.5511534609991189,75558825.67330308,1.4808973408111012,799.1292967327687,0.07406880530555775,,,,,,,,,,,,,,,,
12,38.612054109573364,0.00014616622139198052,1,3.001495565382471e-06,2.3723691651407877,0.8186594129843535,1.2229270610109912,3.115870564050202,0.0011709318786779922,0.5848821873312585,66286662.76750716,1.3469437603064418,700.0,0.06230934547789571,19818728.418801524,,,,,,,,,,,,,,,
12,75.04173493385315,0.0001067171148188491,2,3.161244431756599e-06,1.1324423490134687,0.9207217789414524,1.6069246019037087,1.6979426686263044,0.00037701939686298803,0.7455847092610758,75450093.31191874,1.0119325096586687,913.6409434572082,0.05038627623210762,29793948.731621817,,,,,,,,,,,,,,,
12,18.70062494277954,0.00013991642225906581,3,3.1396117998592435e-06,2.318146361905472,0.8387322500325576,1.131747687105536,1.1165786532654163,0.0009830763276425629,0.556050419366631,67538374.22224021,1.1381362927758665,753.2232132947896,0.10798769203009187,16465211.184313,,,,,,,,,,,,,,,
12,55.13084411621094,0.00012699294840566559,4,3.1370071087424114e-06,4.942745611729405,0.8390615794227557,1.2370260067798573,2.0933304876556234,0.0009263260493195381,0.5901371492061104,68682261.138561,1.4957126587074376,700.0,0.07109407755915316,15217886.842637816,,,,,,,,,,,,,,,
12,47.655625104904175,0.00014338773152330466,5,3.124681708102303e-06,4.663139955581456,0.8249434889941678,1.1961618332548298,3.325612911961502,0.00105389452584109,0.5764627961144542,66872795.14288534,1.3825893671677767,700.0,0.06368253404409874,12383198.834854387,,,,,,,,,,,,,,,
12,34.74765992164612,0.0001454395426280086,6,3.2206966517518884e-06,3.275467510326098,0.8538676695475278,1.3965464357087745,1.9347412559579913,0.0008255267104040063,0.6471933677240251,71465095.88788015,1.1044664544335472,878.1558029956218,0.05,20778950.653693207,,,,,,,,,,,,,,,
12,29.307818174362183,0.0001277669278714164,7,2.9815692719229334e-06,3.1592686947405504,0.8519366364043419,1.2221164803377418,3.1991008137241708,0.0007679111622273353,0.5835151120294078,64181762.35792173,1.3150436290411434,700.0,0.06222463730292227,13998890.657522064,,,,,,,,,,,,,,,
12,32.50015735626221,0.00017023144157451303,8,3.317107163699111e-06,2.693373589586579,0.896033683922526,1.5729229278610628,1.817374114114404,0.0004937181846739096,0.7298538886635294,73229690.12860253,1.0922926201853784,927.3115086263947,0.05027728442824106,25378814.54148128,,,,,,,,,,,,,,,
12,71.35157012939453,0.0001086372236239159,9,3.2828557345292737e-06,13.53270525943637,0.9533861381921205,1.695069945616039,0.8666283750602274,0.0003236346698528746,0.5524075130475802,75124051.3996585,1.7326984462579325,775.734839942416,0.07659115793743985,14401760.976420663,,,,,,,,,,,,,,,
13,58.433826208114624,0.00013495465583060384,1,3.1309115065448903e-06,6.765730709075469,0.8768306781551034,1.1926310173852643,2.2683687758295235,0.0010671577597560276,0.602412485049761,74054677.87067454,1.4638637364483151,700.0074229845312,0.07342204357627795,10176407.504921861,0.8956521824221346,,,,,,,,,,,,,,
13,79.19989109039307,9.864760339547222e-05,2,3.1598308043528817e-06,4.0592044606173685,0.9123087618247687,1.1996964891816961,2.7052812357307987,0.0005513372404888523,0.5890467732415239,73649134.13500556,1.4747327032486095,700.0,0.06330448022850531,19578241.428029984,0.7816517336559541,,,,,,,,,,,,,,
13,58.288378953933716,0.00011115619351477924,3,3.174490804736185e-06,4.613551432392669,0.9456712746263196,1.1449428293622386,0.5842029705787082,0.0006988757723158165,0.5940975144018169,80000000.0,1.3614732528736482,700.0,0.14148688191112344,12147272.51843035,0.9986640138302808,,,,,,,,,,,,,,
13,78.84008026123047,0.0001186337519312412,4,3.2993167437275566e-06,12.603215983220956,0.8881799561349804,1.2295922895675075,1.6349976913611561,0.000813247353125421,0.6035620360837621,74987548.91606669,1.8366094762836527,700.0,0.07909998964148844,18203965.032181647,0.7887202879953334,,,,,,,,,,,,,,
13,78.81145882606506,0.00013150064974183493,5,3.1809033336191477e-06,6.217543397037858,0.8959852410037088,1.1934878946828695,1.6995222019222138,0.0008897649891533298,0.5949160662942671,78737051.66893882,1.4633417372099922,700.0888529822067,0.07235976235824469,11823574.426519949,0.8826030708606307,,,,,,,,,,,,,,
13,26.531625986099243,0.0001447010579923672,6,3.2669981748858776e-06,5.437328412504713,0.9531175728665708,1.5296323979783923,0.6669488828296186,0.0005349689759655456,0.732147114568283,80000000.0,1.0911709337591133,1001.9994541711793,0.061839004826015655,17966468.74444831,0.8776647996415334,,,,,,,,,,,,,,
13,68.40566611289978,0.00011868494192348332,7,3.1689070885742262e-06,12.899606565252165,0.9025353206516054,1.1560978347764328,2.165353630377833,0.0006982303182079821,0.5797870391841602,76315504.10199165,1.6319810393887741,700.0,0.07338753790729813,9185624.366789728,0.8480624060445201,,,,,,,,,,,,,,
13,77.29413485527039,0.00012845571798297584,8,3.2881609793257512e-06,13.446966510758163,0.8655437080997199,0.7770822110184283,5.8095096722562385,0.0011287812936187887,0.4870008186776779,74074335.19746825,1.4763933187235856,700.7461508190052,0.06282488765068583,7505289.768798898,0.99379126524826,,,,,,,,,,,,,,
13,20.914984941482544,0.00010460241561713507,9,3.1127301313570007e-06,6.018260146064563,0.9997271686207765,1.7129521726623176,0.7366244314200717,0.0002456467965225079,0.5595808466386304,80000000.0,1.440093825956028,770.9027982313489,0.07525668802576288,10634170.445630036,0.662184620616077,,,,,,,,,,,,,,
14,35.50806403160095,0.0001558014348858686,1,3.169246165490817e-06,3.4301997502554573,0.9183218267432898,1.4522380860913486,1.6999433422233823,0.0005962910256409383,0.6933406288739532,80000000.0,1.0,991.3346290299855,0.05026224332572138,18266194.430646926,0.7851791716198282,5.9695216953759e-05,,,,,,,,,,,,,
14,58.627848863601685,9.74334983587421e-05,2,3.1240842381122175e-06,4.623357688033641,0.9512509219760318,1.2503335103912185,2.0180640683725866,0.00046750295242876016,0.619213696793101,77892998.88821405,1.488340044751116,700.0,0.06899925812396655,16996592.444397334,0.9203210787880658,3.551048691737369e-05,,,,,,,,,,,,,
14,39.25904417037964,0.0001103568151092824,3,3.092212403290213e-06,3.0415638959116156,0.9567409952456264,1.1585666568343542,0.5683442073124779,0.0006229052271156026,0.5976994866129051,80000000.0,1.1487939362786606,700.0,0.1425628449753329,8288062.205072633,1.0,1.1635419576659396e-05,,,,,,,,,,,,,
14,62.41262102127075,0.00011586573005395762,4,3.2996315845782524e-06,18.70441607842611,0.9189784261672816,1.2309224709276434,1.3895368223560807,0.0008011290323533183,0.622038957556084,80000000.0,1.8478834038876926,700.0,0.08434454318207057,12640234.796563365,0.9622264841624173,2.2014435765675883e-05,,,,,,,,,,,,,
14,55.88511610031128,0.000130048736784791,5,3.2712012801985044e-06,12.010029778737149,0.8998217483102644,1.1651931776403028,1.7891477182087259,0.0008782503464425787,0.5891306687276178,78812648.99866655,1.6613261247050224,703.0343696542636,0.07511967789888263,12630463.954835098,0.9096220621343798,1.5312658253576082e-05,,,,,,,,,,,,,
14,37.070757150650024,0.00014024146854112792,6,3.3064751689897776e-06,8.21450942223017,0.9126910201458533,1.2486778230668625,1.9829456715569511,0.000695651477881957,0.6116455962219145,80000000.0,1.1489848859012086,872.9279518578879,0.05107685572633054,11793765.352019839,0.8848109619208631,1.0667024219004728e-05,,,,,,,,,,,,,
14,71.14682698249817,0.0001179318275885641,7,3.1048990840784075e-06,9.505581190364138,0.9110957280628611,1.1919115405461669,2.099889997746368,0.000644376721625486,0.5928776953123441,77029158.70601717,1.5448372376645496,700.2579634494302,0.07265735970222817,8876617.15910642,0.8439948237371415,1.9775651765609368e-05,,,,,,,,,,,,,
14,36.47827410697937,0.00012852135798960507,8,3.2468973830460495e-06,6.6499129663479515,0.8449046485794705,0.9186839690512362,4.910349872281735,0.0011894342663920606,0.5097594870759177,71416600.06405461,1.4266403962664342,700.0,0.06285637812154239,13136985.125940073,0.8590256619615066,2.618664197677117e-06,,,,,,,,,,,,,
